voltage mean,voltage std,voltage kurtosis,voltage skewness,CC Q,CC charge time,voltage slope,voltage entropy,current mean,current std,current kurtosis,current skewness,CV Q,CV charge time,current slope,current entropy,dqdv,capacity
3.3100621558905616,0.15161363955524115,4.4082231235858345,-1.1648182538789527,-3597.013338608015,1799.985,-0.0006283973198540794,5.143779784121713,-1.9773749348609406,0.20422373332793073,89.97723732690221,9.589575869941276,-0.025628513489095305,9.328000000000005,-0.0009982387964006534,0.08426242877623323,25982.804922599866,1.8011007566288924
3.4631992414146664,0.20489338571664242,1.653672529155422,-0.39013626882012686,-6473.788175259422,3241.047,-0.00045513437077728024,5.650366339639156,-1.9856445663953957,0.15331468369566711,163.93645183793086,12.88026025337189,-0.01499429128091881,9.328,-0.0005564673654434308,0.052303536715132944,21306.608374003732,1.8044229856020628
3.4699576163352273,0.20886553611989916,1.6965300521194235,-0.4270189628244268,-6485.648785553767,3246.094,-0.0004626108356352376,5.642838154243987,-1.9861546605764795,0.15370833172786927,163.44102537026598,12.860986991459411,1.0965689071217276e-05,9.359000000000002,-0.0005453693018325407,0.052433295749751564,20452.44725134048,1.804388833772829
3.4705857000702847,0.20836507949549748,1.7831099616471162,-0.44650430092615223,-6485.458525391627,3244.438,-0.0004653678206527966,5.6337341739770945,-1.987051011427963,0.1543233853426193,162.39305922716903,12.819344917570557,0.008831376240108968,9.343000000000004,-0.0005503709551168512,0.05269490852504475,22006.596357759583,1.7989248871784247
3.4698672359538234,0.20917673549268204,1.6896988914314814,-0.42603962347336,-6465.674566200947,3233.781,-0.0004638800498530877,5.646523447190784,-1.9874522127800511,0.15499758008889178,160.7451289678039,12.751945109740781,-0.002472980154903826,9.313000000000002,-0.0005449197558219037,0.05309265212668615,19555.445962392252,1.792996521672392
3.463667726287471,0.20838139231782007,1.6959901212378483,-0.38250134190547586,-6444.1624054398035,3222.813,-0.000465030769977864,5.644669122781378,-1.9875372326723815,0.15507399168518848,159.21675868408485,12.691079319283741,-0.08020029868770723,9.342999999999996,-0.0005564176799650846,0.05349692893927553,20358.47157378689,1.7885507985621891
3.4626756481952135,0.2091941562800017,1.7417050786053627,-0.4146372673406859,-6428.094483517655,3214.828,-0.0004683729672236378,5.636653643833594,-1.987391854073237,0.15562682162693087,157.7417807482964,12.633361869138167,-0.09751339060339412,9.312999999999995,-0.000556826366081934,0.0539079059653772,19682.28977365719,1.7890856930727703
3.466538555244563,0.20761841334047063,1.6252882240298696,-0.3511123386758139,-6429.934654752384,3215.547,-0.0004612985382818332,5.652020958347828,-1.9874986659392755,0.15573757182674192,157.23462024340674,12.612964689031688,-0.11421462655153568,9.297,-0.0005580227684495503,0.05404641694308488,21797.84866959506,1.7893137312833287
3.465990459572376,0.21114198295170838,1.8087150730107595,-0.4340808800659039,-6430.639778647249,3216.078,-0.0004732628895791263,5.633159370182971,-1.9873121102019284,0.1562677208236183,156.23955008889405,12.573808058766552,-0.10791174964245202,9.390999999999998,-0.000551372033971281,0.05432575603677569,21209.074289362125,1.7860759459480868
3.466849428071611,0.2108210149831719,1.752194546857182,-0.4139600536342719,-6419.005894681511,3210.297,-0.0004714155588089001,5.638430759234415,-1.9871920484366135,0.15680245089993183,155.27117682759607,12.535809628630195,-0.09976923177920817,9.296,-0.0005535914453415043,0.05460822920643603,20601.74506853943,1.7836324249650817
3.467879751690846,0.21023961368516486,1.6950508721406043,-0.3924709257213876,-6410.20950152653,3206.078,-0.00046904918407623367,5.645752539924908,-1.986994298783672,0.1574382589037869,154.27682699092856,12.496262488406925,-0.081599189253641,9.328000000000005,-0.0005558370239584218,0.054893891024455,19884.963283460715,1.7829728738072719
3.4680189335962623,0.2103237054128583,1.7697782959433148,-0.42314564294609813,-6407.807776384292,3204.375,-0.0004716503435619263,5.630754064837341,-1.9872186588415872,0.15808286479594527,153.26698632271825,12.455570845606127,-0.06779378780528522,9.406,-0.0005582090915923036,0.055182797357095685,22062.594768358762,1.7813775963259668
3.470195201959518,0.21022237397359572,1.665215275561616,-0.37954549729342585,-6401.906391366489,3201.953,-0.0004673328431472234,5.650030988633105,-1.986822691116423,0.15839927302267137,152.27328625244348,12.415799197742437,-0.08581043399330061,9.375,-0.0005508788390699524,0.05547500540343919,19842.694613893298,1.7785359545932946
3.471307979909313,0.2092174483075782,1.5796609292135892,-0.34619136540992496,-6391.670101486956,3196.3750000000023,-0.0004635379169334152,5.654048650662125,-1.9870379004309504,0.15879666016873795,151.2645195309431,12.374844366710946,-0.10090228592807882,9.328,-0.0005573969417719297,0.055770573735757424,20066.511581242296,1.7759043090943398
