voltage mean,voltage std,voltage kurtosis,voltage skewness,CC Q,CC charge time,voltage slope,voltage entropy,current mean,current std,current kurtosis,current skewness,CV Q,CV charge time,current slope,current entropy,capacity
4.183187336591442,0.036798776702023916,6.949198896186804,-2.7727706188883716,4959.044008576566,10505.593,1.963170745995609e-05,3.495725017611685,0.4827989873993166,0.5616005288277829,-0.7489562567281234,0.9482402369838024,2540.4773288412575,7169.218999999999,-0.0001407080878163691,5.225040282043207,1.1026236331914077
4.185360324040823,0.03432903469674614,10.424783537869224,-3.30266981793588,4557.554387341643,10740.436999999996,1.8939344903197168e-05,3.3422151697682456,0.4160187124914794,0.5351723921721286,-0.1650943097942208,1.1888884834764983,2507.220850806117,7488.218999999996,-0.0001390165585049728,4.989819364531689,1.0885801879473431
4.185707266672903,0.033625835816538864,10.77181798802692,-3.3509647163982037,4499.097132871871,10756.844,1.8834210592364913e-05,3.343381227587972,0.4079625610304847,0.5299912519978593,-0.07741244658871205,1.2198921754598957,2506.5337992321324,7528.141,-0.0001386019629481938,4.9782315409165445,1.0613249847591086
4.186037721832152,0.032203370606034606,11.47196667911339,-3.426441785361671,4523.20504015855,10771.766,1.8720137187014116e-05,3.2998514210194445,0.39696958089388157,0.5251189976568691,0.029302833193053157,1.256472899443506,2456.9739276162413,6721.688,-0.0001390495753919112,4.909135245132589,1.0347062057983545
4.186749196420253,0.03177121647189251,12.11163721600809,-3.5232628661562333,4338.944394203113,10775.453,1.8877344984275294e-05,3.2921481865982147,0.39326461245430155,0.5211559643340149,0.09491246224932492,1.2788407084716693,2480.4659743729594,7519.015,-0.00013957354652117032,4.922517615175679,1.0269978594353013
4.187987642087498,0.02600065791115644,13.063482018465368,-3.539422976663509,4350.9999415311395,10801.687999999998,1.9090089863003207e-05,3.3246897883495627,0.39137104095077446,0.5164637148072717,0.08826719386505655,1.2697982423423722,2403.3695618636743,6775.593,-0.00013937827927403676,5.045468752390565,1.0785019710989419
4.186619543718224,0.028227590185576794,11.776578194213128,-3.3791035892983303,4327.20387919214,10798.141,1.8820420882822385e-05,3.3287893353174005,0.40558743051456997,0.5269266553538384,-0.09702363707919481,1.2071776896905815,2405.6832158665306,6391.703,-0.00013843642094749648,5.022885674515125,1.0638897478802845
4.186430789326808,0.032093537110843666,11.9074846984671,-3.4861966838005687,4404.953659207482,10764.141,1.8148895549027574e-05,3.2331806317586613,0.3927481936663078,0.5216320868246236,0.09511889429969278,1.2789118500504184,2493.086411741456,7170.782,-0.0001370140492372201,4.847150440970558,1.0366551223324423
4.186676768278494,0.031238595121166526,12.411929904458221,-3.5398393347818984,4374.519319363232,10777.64,1.8510923547345703e-05,3.275296573491063,0.3887705559495373,0.518568602909132,0.14582959884070767,1.2936298129792627,2464.19794283888,6614.766,-0.00013868605175370148,4.938740106952167,1.030941327482094
4.186579361456416,0.03132410802705181,12.503065880571862,-3.5493976715997424,4186.777208073914,10775.953,1.8662918597572616e-05,3.308232007214788,0.39081586609375285,0.5193453033976418,0.13233417049834495,1.28857173685287,2451.8011694837,6470.735000000001,-0.00013846396502925645,4.911142303463467,1.0140084541034655
4.18719522189783,0.03083139105718381,13.138371872563877,-3.6392526291258824,4135.617478572163,10778.484,1.8657093265036232e-05,3.213942566449815,0.38589689571750657,0.5151431591983769,0.19830702698420177,1.3104412938635255,2458.215477185736,6439.469,-0.0001383869142035916,4.940325353203202,1.008516095994519
4.188724350826664,0.025241321056763577,14.019788749957677,-3.662288359491831,4159.543374659736,10800.094,1.8862369245146398e-05,3.255023005216625,0.3884660911123868,0.5128597462824656,0.1620544899820402,1.2933450470292434,2527.720022767913,6791.375,-0.00013819584360628718,5.007807780059973,1.7419245088095903
4.171219619314895,0.053851596767629406,1.8931991945213333,-1.8339028681567406,5358.385578713947,8585.297,2.45064758932734e-05,3.9034942319996655,0.635041187433922,0.6040621440138351,-1.4684109615038574,0.5039183226739209,2255.6535681845753,5777.2970000000005,-0.0001718978678712026,5.182722069803476,1.779741859708433
4.171571856824547,0.05388172130001788,1.9307157125348713,-1.8460593719764,5277.942726174546,8440.61,2.4891808845368005e-05,3.8917299723529286,0.6348210560028625,0.6028487635383432,-1.458837106336643,0.5117215560187471,2264.7991298220636,5678.016,-0.0001755100487308378,5.099438388050592,1.7815666306452766
4.172704190800954,0.05301104943146996,2.2005520999820742,-1.9125527675714782,5168.456088741599,8775.641,2.404131654668353e-05,3.7830306161695657,0.6111571615614331,0.6022996003058769,-1.3947198460765189,0.5670286298416964,2255.652404391455,5439.4220000000005,-0.00016805058075057683,5.085035078462022,1.7834859577156017
4.1719161694504,0.05382284631177234,1.974437901043541,-1.8570325214398957,5306.462281935608,8498.109,2.4901920374540474e-05,3.8153895531457027,0.6336793932049849,0.6011677510099718,-1.452580855205932,0.5173491945700529,2268.933011024648,5746.3279999999995,-0.00017347901878737485,5.169622219306487,1.7864411650415675
4.172397711997374,0.05353797562151296,2.065994652847155,-1.8802207881541784,5149.836243578018,8541.281,2.4699594002111426e-05,3.6778132497531364,0.6291194274682316,0.599497460339607,-1.4388532814602255,0.5311856740639873,2235.546375089347,5683.203,-0.0001743497009399543,5.101190358060595,1.7859997608067948
4.172235689767552,0.053509739687696484,1.9910813293881438,-1.859287637169857,5222.639497917874,8537.765,2.447488337481844e-05,3.794151254125328,0.6341913476596047,0.5994880343955016,-1.451810016590039,0.5165347400660656,2247.027201486488,5527.6720000000005,-0.00017415347654434188,5.21307778461299,1.7769523773001608
4.171423804230726,0.053431014313552086,1.949857026402369,-1.8458796195191314,5403.9151172978645,8559.625,2.4187313495973156e-05,3.9396342105933484,0.63375204900238,0.6020898627298387,-1.4574370690103013,0.50720091564225,2271.240076514793,5924.499999999999,-0.0001732305894619292,5.183454911117544,1.781428917321899
4.172201564714465,0.05364954462056365,1.9958893313881303,-1.8624587720037744,5186.518249349121,8466.125,2.4883881056567254e-05,3.7269647728121265,0.6358831014897767,0.5995284925404686,-1.4501620172539404,0.5166310816670985,2287.632427839075,5594.204,-0.00017547358888410082,5.182716462042651,1.7859452772697197
4.172492856603583,0.0534005000291102,2.0806186228852868,-1.8843120558373967,5360.669063130655,8502.0,2.4609577227001e-05,3.741429449947594,0.6307495470261189,0.5985597743609054,-1.4325741694129601,0.5316924023706433,2324.9814171099893,6573.281,-0.00017451501526504162,5.112444742559314,1.785208429691551
4.1722937766973365,0.05316892130587189,2.100697127133061,-1.8844845392391623,5172.141483609632,8535.719,2.4510406729890227e-05,3.81861826736151,0.6292901861242273,0.5959202555971259,-1.4304125156788874,0.5297997307391519,2213.684373416721,5697.468999999999,-0.00017375894682191597,5.28281332339317,1.783596609584544
4.1720749893403335,0.053192247429711514,2.0587089997791095,-1.8713986648465375,5156.539979741364,8482.703000000001,2.4466782532468643e-05,3.8832487166152942,0.6308006500032559,0.5978662506772504,-1.4449363444702925,0.516836357019712,2193.70872847166,5585.89,-0.00017537733618912935,5.284457065393823,1.7796783152744713
4.172450591108787,0.05318944409531105,2.0399575044840184,-1.8688427234878369,5287.573001886549,8630.093,2.4109696400181942e-05,3.7204019743261187,0.631822874931007,0.5960066719746082,-1.4430017817523584,0.5227518495306508,2231.735073528588,5741.3279999999995,-0.00017204017868892099,5.245890991530277,1.7841102592788645
4.173016641522041,0.05275941038270362,2.212916964241261,-1.9150043207184295,5150.105703133248,8505.67199999999,2.4237298827892175e-05,3.7402029002721915,0.6245372844789508,0.5956960327268248,-1.4116671174473752,0.5477853327267174,2250.243128365052,5792.062999999995,-0.00017439415392179756,5.212559587194584,1.7833032331592193
4.172497734629291,0.05291104227673334,2.150698626807391,-1.897291745329109,5193.364172099698,8514.922,2.4316401176862745e-05,3.8061664631965653,0.6268331702047377,0.5976890437667361,-1.423052048866083,0.5350927648680589,2253.207692005116,5707.079,-0.00017464907806508657,5.267313764802108,1.7796186141356956
4.172914082329214,0.05278039113226162,2.189463314014777,-1.9069001760336557,5311.73109638574,8539.437,2.4236666313118206e-05,3.721707062756471,0.6262561355069282,0.5956605509068921,-1.4138148901760108,0.5420828027060584,2279.71526692799,5706.0779999999995,-0.00017351438384300365,5.245444707291916,1.7816592334352586
4.172335977279325,0.052387725561129236,2.2074706813474005,-1.902553263342697,5292.754292353998,8579.75,2.374780556902765e-05,3.9558026286041805,0.621429443843443,0.5934408405401868,-1.4110810605736612,0.5381225156096767,2179.5224576924224,5764.7970000000005,-0.00017372765327219482,5.3752996348781705,1.7775911304124035
4.172455056302266,0.05248130517487145,2.1388613754581254,-1.887435424949347,5331.173876165665,8681.563,2.3653745914138116e-05,3.8173949385967734,0.6254153414667122,0.593404289727924,-1.4196752457616177,0.5349837316246973,2230.9622260407723,5905.5470000000005,-0.00017144198771926907,5.401535287777168,1.777701881971679
4.173753925140727,0.051110667081273944,2.6410499587285345,-2.0132298755339924,5271.487707110622,9079.858999999991,2.263280996103844e-05,3.892695959250362,0.5877892001080357,0.5974919755388576,-1.304905033458759,0.6291265108721623,2321.5170786017707,5774.406000000003,-0.00016394327546054175,5.115805195170064,1.7789547618270618
4.173481252583316,0.05246749815711777,2.320833639130573,-1.9430176574478601,5200.417232100804,8712.405999999999,2.3807675428588525e-05,3.6476925201402484,0.6159956503575016,0.5957401038230831,-1.3818424086991565,0.5720624234732341,2320.8351057626387,5818.9529999999995,-0.00017016938160546624,5.089165506199026,1.7807753731135043
