voltage mean,voltage std,voltage kurtosis,voltage skewness,CC Q,CC charge time,voltage slope,voltage entropy,current mean,current std,current kurtosis,current skewness,CV Q,CV charge time,current slope,current entropy,dqdv,capacity
3.4658606296374312,0.2522105866866519,0.5202618719160039,-0.44442363898977677,-5968.952996974322,6412.86,-0.0001131347788855369,5.8956097721736995,-0.9275960004271296,0.25327787170988963,9.4861944767367,3.3890736658014484,0.0031696315367750276,9.36,2.135769922077198e-05,0.3636347082645468,24012.124059135705,1.5076933476098775
3.4593246298099665,0.24560705935427848,0.4943976395023699,-0.4797319962396956,-5427.83295274956,5627.0,-0.0001339396143138273,5.961193392450913,-0.95963764625613,0.18880344923880502,21.849839978731843,4.883535613870541,0.005461580927528634,9.297000000000004,2.3024348822447667e-05,0.2297542053405002,17797.53369957402,1.4989223343608031
3.4552294701778714,0.25218760410448565,0.42382561577638755,-0.45910890771976454,-5396.192833416367,5567.594,-0.000139467555030134,5.97499665241373,-0.9640819411783536,0.1779521735717097,25.31721353849369,5.226431950593211,-0.023913743485006616,9.327999999999996,2.5248031783670615e-05,0.48122150841013,17397.680637117526,1.4782919502497789
3.4575807060974952,0.24590364283775737,0.38570567162578984,-0.3986083244313601,-5321.982364658719,5520.235,-0.0001327405524372721,5.950797930664474,-0.9590403279797144,0.19090580346319175,21.225930482712812,4.819224631333833,-0.009105411308840496,9.36,2.4696026089247772e-05,0.23391306974524492,17228.431977753255,1.461856891390611
3.4576403855897397,0.24676305587689623,0.5065599078945549,-0.4243024552654589,-5262.757772639402,5475.625,-0.00012906816611955803,5.959282738566544,-0.9561581387967848,0.19750907760944017,19.453261539978975,4.631657531223496,-0.007146776101434374,9.375,2.595827552820506e-05,0.24669411110747227,17750.70640505731,1.4509592706473475
3.4540569996464043,0.24724368244493516,0.464936859965444,-0.39206027883512,-5223.498170083236,5437.656,-0.00012910368585775355,5.94551741356985,-0.95562492940014,0.19834739069464222,19.21843333835405,4.606259352039295,-0.016081162983128477,9.390999999999998,2.5780546806011105e-05,0.2485048387496439,16617.569994518173,1.451746997147108
3.436367401137892,0.24607272353750542,0.3766202496831923,-0.5005947288058373,-5226.305280828686,5427.75,-0.0001275046203775258,5.974281828094791,-0.9577937939731281,0.19312075371317386,20.60197215550704,4.754057577612339,-0.022616618831684285,9.406,2.6561947892292702e-05,0.23824186817981263,15307.930092178964,1.444392866287476
3.4466304878843594,0.25018408196686265,0.4911683846576942,-0.4802345733021156,-5199.852295983901,5444.531,-0.0001238198266412797,5.981813543657571,-0.9502347980955429,0.2098007206025278,16.5741219129168,4.309686528044322,0.005391672434865864,9.39,2.409905643998891e-05,0.27114176370513376,16623.370593943953,1.432738323965376
3.4469353939775913,0.25005205256544416,0.3310838740748636,-0.38664522145580754,-5157.695218425331,5387.797,-0.00012812292867239768,5.964726740793274,-0.95236200437101,0.20582971840427322,17.489997425812636,4.41464631844828,-0.004843841334797679,9.329,2.8760719137826168e-05,0.26279795203040873,15516.54818407671,1.417241201438662
3.4438356242957933,0.25468575630031437,0.4264082799968065,-0.43428684165405024,-5101.995528742564,5346.125,-0.00012645392015516707,6.000036012481563,-0.9494102232020358,0.21206391187591123,16.101704949631333,4.254526653161697,-0.015197520209457303,9.359000000000002,2.662065806705678e-05,0.2756806867987663,15285.214745364634,1.4057559944573452
3.4417182002819104,0.25193985249107825,0.3235124571381136,-0.3959919809300314,-5060.517347345364,5303.766,-0.00012630104959882117,5.990403848571958,-0.9492095088363941,0.21321472468095284,15.891509532239027,4.229743597857817,-0.016602281934192213,9.406,2.8971079733239448e-05,0.2777524997318492,13470.399464798238,1.3902706269897063
3.439456123966976,0.25492632312967695,0.4323082481168301,-0.43400724081036646,-5004.9373222078,5275.5779999999995,-0.00012315089442971585,6.0050601989031405,-0.9438502376761829,0.22433205465301886,13.770099337867887,3.9710930749442945,-0.009927192906825429,9.391000000000002,2.716512984768956e-05,0.30081363556511975,14704.564467498245,1.4196659307880326
3.4300387550398135,0.239830295413812,0.5170894830652535,-0.5090010821481519,-5110.904028944262,5343.406,-0.000123448333811799,5.937748116331486,-0.9514090951270098,0.20723941002173946,17.102169779861903,4.370523205695861,-0.006438172751117188,9.406999999999996,2.7529138626254685e-05,0.26626187096460907,16300.2607708616,1.4190563985232272
3.442487347026378,0.24518841167289654,0.39542276543820787,-0.4149616736013671,-5108.504769231042,5383.156,-0.00011931062505898803,5.973008037403903,-0.9441558237541219,0.22267914726596647,14.05500898054635,4.0068065927058045,-0.0018480417971848027,9.296999999999995,2.840481661526903e-05,0.2974722489192914,15639.323407960237,1.404272356704056
3.443450036715218,0.24901199074973976,0.43370258746546675,-0.40565012704760944,-5055.3238839820815,5329.312,-0.00012230604818423823,5.981137905024054,-0.943749133811343,0.22396559073876146,13.817478647766947,3.9770553416296837,-0.008536166056513736,9.329,2.8106888333082504e-05,0.30025096962501413,14549.147345784555,1.3916140490958342
3.4369770767738053,0.2522879764244498,0.2639117657367742,-0.37292526095960044,-5009.779876725137,5256.3279999999995,-0.0001264044353855993,6.002629654926284,-0.948030574788209,0.2151793037861018,15.471721113943222,4.179848813734088,0.000369784578167588,9.312000000000005,2.6464319621798486e-05,0.2820014040641522,13754.855660287052,1.3749618350294734
3.4351167375068576,0.2522563185105066,0.3281245184296493,-0.38218130189308036,-4949.732197464067,5224.8279999999995,-0.00012328623438109262,5.988479722282024,-0.9424402883201639,0.2265055817316393,13.390561033481596,3.923019063312884,-0.007913806981256327,9.312,2.9527338779619084e-05,0.3054005708792026,12977.451086258934,1.3545155713071164
3.4352880614818906,0.25163229304040974,0.41060335656613667,-0.40794778085434763,-4876.179841230323,5179.562,-0.00011857162753286262,5.996291433218715,-0.936561624298611,0.23788899699697827,11.585788515028703,3.685843993985395,-0.008982313166258795,9.344,3.0092155413189668e-05,0.32953066294226474,13016.088386178544,1.3440223073315984
3.426473499744202,0.25343350935916564,0.3723328752969417,-0.44196266224776026,-4838.32979592555,5142.906,-0.00011511448741895442,6.019584408138087,-0.9359740520534714,0.23908047727147577,11.412564556205085,3.662265835080968,-0.019899727710283734,9.311999999999998,3.221824051579294e-05,0.33207281775732417,13527.616354508378,0
3.6332673475295345,0.13646156572290577,1.3795152027362763,1.0498255244285895,-2352.7448360524595,2360.125,-0.00028973753576013985,5.859981975635549,-0.9854751233942511,0.10629008508341334,82.49586298100452,9.19171593024969,0.0019365478526218553,9.421999999999995,-0.000343480118692374,0.09012149251145135,11231.953806062003,1.372384475860572
3.4231723044699156,0.25933204077618194,0.1647674288020302,-0.3603483127184606,-4940.33494797931,5316.375,-0.00011391286304949064,6.0227374004267915,-0.9249433480673207,0.258310368939546,8.93460181963034,3.306705805444053,-0.004166854528187059,9.344,2.5936779521137154e-05,0.373951366681212,12931.333454330043,1.3184105752674413
3.428797713311107,0.2535686620922733,0.4048554970915861,-0.3945803294926867,-4746.099561658005,5079.094,-0.00011671112991314932,6.000473658354393,-0.9296783941589581,0.25047538219191096,9.872086086916031,3.44553755179985,-0.02925089760103354,9.328000000000005,2.840338297682991e-05,0.3567800143839405,13045.664607423043,1.3112727599578604
3.4246615589655964,0.25289752224153944,0.20684138000570096,-0.31550960182529786,-4720.5039333298755,5027.187999999999,-0.00012117517740617081,6.0037466326540345,-0.9340469067277114,0.2425103313800676,10.936319457169615,3.5966418446169737,-0.010735209419547658,9.375000000000002,2.6530487291948808e-05,0.366303205037093,14807.579004371824,1.2970172419001187
3.420260120001828,0.2522703721414791,0.3346529726419094,-0.4163514241905633,-4669.161558036274,5003.5470000000005,-0.00011267784841129454,6.0222053779989695,-0.9282929869770825,0.25271220942756756,9.593627969441902,3.404889798211829,-0.00501334494244629,9.36,2.8405015502268946e-05,0.3616944591865297,12191.066295364231,1.2995219526631718
3.4176468335228454,0.2566413296188526,0.20844937358127247,-0.34185874310975156,-4678.154927627544,4969.75,-0.0001228905256933927,6.01585953863249,-0.9361639727698597,0.23902664150431654,11.428336315566765,3.664402683022168,-0.02219987745114375,9.375,3.0811790808919556e-05,0.3318399155702369,11244.200371679277,1.2826154066729571
3.4172601086559014,0.2588691138843147,0.3195620108157362,-0.3988748989205068,-4617.441308361655,4938.406,-0.0001189569749800885,6.0339336918915984,-0.9299928998106647,0.24981721597972836,9.946778262655124,3.4563612756665885,-0.0052852472507952004,9.36,2.9088427049034966e-05,0.3554886778889365,11852.158020730612,1.2752890152407
3.4115448650857543,0.259965256386176,0.3182768864140515,-0.4102823918274437,-4591.0486999883215,4883.7970000000005,-0.00012254869620346805,6.026602230837501,-0.934806579329965,0.2414929966073137,11.06602591653455,3.614624665957887,-0.014882600144055,9.375,2.7383452506408058e-05,1.1298065697005486,12020.442900395432,1.2735572473264072
3.4065891490442124,0.2622748225047406,0.18193100694517605,-0.3908226409575178,-4584.594274289761,4864.406,-0.0001243763766632404,6.030004119666374,-0.9370645194852636,0.23703345271446652,11.729765052378882,3.7052960423393477,-0.007889509155523233,9.406,3.12371639128761e-05,0.3777320323573959,11191.314398969309,1.2594114333938535
3.404850768576602,0.25893354154418613,0.27623003456062145,-0.43079682137534153,-4533.699136095747,4842.078,-0.00011667723561395593,6.047280592541393,-0.9310772172053213,0.24793431027140464,10.200928377689175,3.4929350640257275,-0.013741014920325227,9.344,2.9590107723670976e-05,0.35116736061323733,11268.601413542432,1.2631632585495876
3.4037388246513496,0.263408777989533,0.13696865974390438,-0.35318716658439264,-4547.227521159443,4811.891,-0.00012644625329941657,6.050589563340798,-0.9394586031577282,0.23328767732457542,12.310860629291033,3.782896210637793,-0.013684023545780232,9.312,3.182301739924045e-05,0.3193373865339774,10203.669519597392,1.2491717310136363
3.4068285577090975,0.25904397716023453,0.08959592908363234,-0.28968337991113313,-4496.858902709687,4777.188,-0.00012540916966137188,6.051534874995893,-0.9358379166065879,0.23965062329791603,11.350708951971985,3.653805561698162,-0.010554578289399843,9.375,3.1516425515760026e-05,0.33299131241627034,11323.788110237214,1.233984347835307
3.4086789774100317,0.2583498577034428,0.2737790761270431,-0.3514575207958688,-4442.123896465253,4736.75,-0.00012184340773290802,6.037691563079686,-0.9322392887454545,0.2463182031151368,10.432806032294945,3.5259553242404507,-0.0061610391751173565,9.297,3.0213632935306614e-05,0.3473225959449532,11079.833874173264,1.240031992028868
